ID,BAG,CNTXT,AreaFunction,level,pXRFno,X_Coord,Y_Coord,material,Ag,Al,As,Au,Ca,Cr,Cu,Fe,K,Mg,Mn,Ni,P,Pb,Sr,Ti,V,Zn,synthetic
6140,25_496,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-566,666927.4408,9239252.076,slag,57.73847285189051,11046.835151612922,51.0,,10875.328102869658,565.0923995352327,176534.0,300.0,2137.0,37600.5800803521,51.0,104.73505629306544,3724.2179371292236,27.520757369907997,70.52562574045317,238.3244566673173,41.0,15.0,True
5992,25_498,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-529,666924.0035,9239317.119,slag,5050.039613988083,18912.750393330316,16373.853742438007,,29086.67805110408,76.79749955751895,507728.0,2612.447957352974,849.5544834263118,13371.3206552384,96.0,366.0,31242.0,5480.559973532761,141.3001579921843,617.6291265854964,90.0,5305.563241450757,True
6058,25_576,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-558,666950.3209,9239285.234,slag,182.5057006815451,14625.611509058224,327.0,,38430.50529696043,114.65720997760054,212897.0,5343.1950197015485,9042.130334489448,26092.0,145.29976836703213,140.9034623530977,2040.2986022121374,1290.0,87.0,1054.2283536122495,77.0,42.65644549398735,True
6074,25_552,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-549,666955.9597,9239270.646,slag,20306.0,6383.0,11335.0,,5699.0,84.98050263763199,382051.0,1458.0,549.5976167544271,10643.0,77.0,165.0,1005.5381849593595,4438.0,43.0,456.50439112100537,126.4940513164639,260.0,True
6045,25_558,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-583,666968.1784,9239260.885,slag,5385.3749542730175,10650.534557587529,42157.0,,60150.35338893412,383.0,339187.0,1575.0,1214.0,17508.0,74.55801294511599,102.0,1143.0,5140.860321235447,91.0,488.0,92.56728626478497,308.70954536895096,True
5982,25_612,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-629,666911.3104,9239259.566,slag,41.29658414979676,38362.08306303342,12427.0,,32161.0,125.0,91415.0,38232.26194450203,9075.0,12953.3470696218,361.0,73.0,4600.0,746.7734974087056,157.0030834664176,2601.0,132.0,57.0,True
5889,25_635,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-633,666913.3944,9239297.079,slag,27243.012459129997,7544.83702683488,41563.98792555815,,11037.0,76.48697121037664,574998.0,304.5985272474363,1571.2631729769612,10643.0,46.8071284921139,4583.815901417495,484.0,6726.436513767825,70.0,322.3566080217003,91.46796650099321,10978.98193926721,True
6176,25_607,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-544,666946.5215,9239246.993,slag,133.3604595078325,28607.988479614705,10.792254027025724,,7911.171656697011,43.04371984650445,131738.0,27341.81700260192,2512.575600865376,9916.0,364.0,83.65835879204828,4931.0,40.0,276.0,2310.188619919417,102.07884889652664,162.3642417910711,True
5877,25_621,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-628,666940.8254,9239239.806,slag,174580.0,26321.0,31208.0,,32161.0,54.50725448640925,483377.0,9245.0,8522.0,24278.603820258977,143.93150536130997,277.6026553450961,601.3597830776547,31148.080078551066,70.07773976619592,1799.0,337.4844105767697,2290.0,True
5922,25_592,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-541,666970.8586,9239320.176,slag,23312.36719541105,7821.0,14727.0,,13068.0,125.0,479273.0,827.7322203901982,466.0,35090.90547289192,41.0,170.93135117756185,15582.064452599587,5678.117919290453,143.3245444584557,224.7921903381266,61.968306130781684,493.0711046783411,True
6022,25_488,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-606,666966.1002,9239241.073,slag,29.0,2511.148538001817,26110.0,,16403.015633939278,147.7639800194018,455040.0,450.23082767246814,556.0,13036.100876540928,73.0,1166.0,52366.82993234842,1786.4008762285407,108.0,175.0,41.0,311.0,True
6148,25_612,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-554,666947.7793,9239288.924,slag,2053.7799387496325,8649.0,18218.0,,7429.05430601097,782.0,117320.0,2511.763053182673,457.8837391782584,13663.932683370578,71.0,43.0,1175.0,2709.449606657139,36.0,401.40576629858384,77.0,46.66182245428618,True
6174,25_513,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-567,666928.5836,9239311.036,slag,5317.0,14888.0,3979.0,,4675.0,38.347413978582935,454808.0,1500.7378170140994,2346.7714858201794,10469.87749937008,96.0,2774.5588605517946,1148.0,3234.2543993646236,51.0,536.0,98.0,405.0,True
5981,25_544,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-636,666952.8218,9239286.957,slag,165130.0,12521.143665049965,47205.0,,33400.59034762502,80.0,629210.0,1525.0,2170.1194721512848,32922.0,96.40600628452171,1120.2716280228808,1030.0,19374.0,87.0,1162.5855336552845,203.0,1690.5586028651053,True
5960,25_508,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-512,666939.2576,9239288.924,slag,67.44360957220331,14655.91840373418,43079.0,,15038.0,660.6129086871749,460587.0,1797.864687874011,503.0,44854.0,83.0,145.82415936023568,31242.0,5416.140878650646,91.10337580296701,396.0,47.0,94.0,True
5848,25_532,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-606,666966.929,9239266.933,slag,54.0,13781.249481876459,9156.122006358386,,25348.0,383.0,363459.0,1987.0,2888.4032792365133,13540.835533821308,91.0,100.0,806.0,52.0,68.56806011328365,488.0,41.0,35.0,True
5993,25_600,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-598,666924.0035,9239272.456,slag,4613.0,16316.0,155.0,,10576.930937823501,96.0,378419.0,6072.205958522147,1253.774561756829,13903.0,143.0,70.0,3950.5104293661393,1977.3430199693757,53.0,558.3054012786542,90.0499218442867,54.0,True
6042,25_629,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-498,666927.0232,9239285.059,slag,207.50887007523494,11643.0,136.0,,7422.8481618951355,90.61507297605101,339550.0,1491.08963688939,2680.5204109086035,17508.0,86.0,278.05772248214885,1397.6621314557174,164.0,78.7512236687079,488.0,50.16119637240193,43.13921133776456,True
5965,25_598,TAL2,foundary,0.0,PAP17OCT2021_SUR_-529,666952.4502,9239277.614,slag,356.0419592858624,19169.29946212718,5524.0,,36260.24665961862,74.0,806137.0,680.0,2155.9732810209184,10906.0,197.0,1166.0,4761.7193894486745,1523.7141819645144,85.0,336.0090013132851,55.0,508.0,True
6147,25_483,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-573,666959.0851,9239276.224,slag,42.68805746924363,9568.0,16215.51807685218,,14570.330678124721,171.0,238384.0,906.1883586673,3884.78750247489,12608.191478343015,94.0,190.0,955.1232229819274,1543.6330844563581,13.0,488.2218109054603,58.39615074794644,33.0,True
5938,25_523,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-500,666937.553,9239303.127,slag,42.0,12260.915552744109,268.0,,7577.584211471502,782.0,79953.0,1591.400545556752,1932.0,10517.0,39.0,60.0,471.6054101592836,26.0,45.0,502.20946927981606,41.0,25.343154074974187,True
6063,25_630,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-501,666959.5826,9239269.468,slag,108.0,28224.329581080954,155.0,,37984.0,156.13325720056568,168131.0,13091.93930035723,2658.0,11038.0,139.8217616434285,44.0,4362.0,164.0,95.61781594206093,1029.0,89.77506851918092,58.89143739214793,True
5906,25_543,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-572,666941.2059,9239261.699,slag,402.23662209118004,12931.0,629.0883896072855,,17684.85811505766,171.0,147401.0,2877.0,1780.7644339341396,9916.0,71.34770243548637,71.0,406.0,95.0,43.0,836.3390661241112,77.0,71.24957624981607,True
5846,25_551,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-561,666960.2795,9239237.287,slag,15876.00510016135,16438.43273264244,31692.598409014994,,88046.84538859023,96.0,435904.0,2961.5992378012375,9065.954848553647,44488.44990314962,207.0,794.0,2969.0,5742.110993688821,334.6154602230512,1362.0,132.0,182.0,True
6047,25_525,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-568,666938.1003,9239288.335,slag,1061.0,25951.36010078736,10896.179241723641,,59144.7418407345,171.0,76413.0,8952.0,3072.0,11038.0,142.0,47.0,1429.8600359223801,960.0,108.0,753.8011791167937,132.0,71.0,True
6005,25_507,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-536,666936.8919,9239247.655,slag,41.0,9611.0,14017.0,,8196.0,451.4833700537142,217304.0,2283.0,562.6856707127673,41371.0,73.0,87.36575163476198,68142.69660793924,2395.8466247855513,69.0,401.0,41.0,43.0,True
5855,25_608,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-544,666958.3123,9239292.199,slag,599.7734286072346,14959.0,34662.41514835216,,11169.0,462.21453615203245,286911.0,1575.0,2168.000149512548,41371.0,51.0,161.0,1226.0,5468.0,55.0,578.7561374360253,72.37526215583404,43.67153576364913,True
6093,25_585,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-546,666967.2146,9239265.124,slag,196.0,22052.822782403175,14100.872035245075,,28420.0,125.0,119810.0,6976.0,12482.0,12272.0,352.0,170.07569971788533,406.0,46.0,156.32464464094755,1465.0,76.92038194844717,39.24089639914685,True
6011,25_628,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-496,666938.1003,9239287.624,slag,170361.59159771402,17698.18436468392,24174.0,,21107.0,125.0,306784.0,4610.847842430967,1763.2562216002402,10824.962160099503,54.0,69.27705987651626,483.0,7074.0,36.0,866.7576022829982,238.08351651901958,260.8969666855631,True
5981,25_600,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-546,666955.3901,9239256.613,slag,1577.907828305523,13782.662519880023,184.0,,5974.974878268934,79.23708814547705,394734.0,2098.5388833188504,1190.0,9936.0,92.0,250.0,645.0,93.0,67.0,832.0,64.0,170.34783969157192,True
5971,25_600,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-598,666946.6582,9239265.725,slag,51.0,25959.0,16269.0,,14782.0,171.0,48156.0,13213.108568776697,1266.2471491817325,9916.0,206.50911653137078,60.0,1174.377827899001,148.0,65.0,1296.043595387288,98.0,128.0,True
5984,25_495,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-489,666941.2818,9239248.888,slag,35.044853047499416,27829.0,46.0,,24909.0,79.6853716053775,65346.0,27344.0,2030.135645173497,2763.7956494176537,376.0,68.0,1433.0,26.0,102.0,2643.4864845908887,98.0,624.1436599869676,True
5912,25_533,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-541,666917.3205,9239286.19,slag,4990.984826259349,16775.0,3258.0,,85478.25193068544,347.5411314425723,337081.0,1372.6341877554614,1612.5497809147353,11038.0,65.0,68.0,1433.0,154.13508517910498,140.0,369.0,55.0,116.1439866939516,True
6150,25_512,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-578,666946.484,9239322.278,slag,108.0,23079.0,10351.0,,8170.0,74.0,420054.0,5986.792450086191,2157.0,11651.543553890164,237.0,293.0,4566.0,3320.1223156219626,45.0,973.898807850145,98.0,112.69170996259828,True
6034,25_532,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-634,666967.3554,9239309.893,slag,75.69533022548062,21963.0,36938.071907523365,,14970.0,448.70570903763985,346045.0,6841.347819019662,1024.8062476457608,17508.0,96.0,73.9172614153227,1385.0,3123.628736281881,60.0,818.7480185110476,77.0,87.62689774349093,True
6138,25_611,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-637,666965.4439,9239266.914,slag,84.45697788362182,14560.0,50638.06886275467,,13418.0,211.4890957319327,433375.0,308.5328773112469,459.3221259347948,26482.665570170535,71.73636300005438,480.76172423039986,15020.0,6774.0,55.0,194.0,50.4860553751626,508.0,True
5992,25_630,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-590,666956.3912,9239243.289,slag,2300.7107105989826,11044.0,141.0,,5919.0,96.0,649747.0,158.0,1377.0,39665.0,31.466650444042614,447.84782827992706,9716.0,2262.7546667432644,45.0,119.0,41.0,44.0,True
5925,25_509,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-512,666923.1117,9239283.756,slag,177.0,12544.388943836459,231.04722431988446,,7430.20709582806,80.0,333124.0,2538.6959205401445,2251.6844679594305,13230.147285923427,94.0,342.0,2451.9240217822485,910.0,79.65786927619774,536.0,60.0,68.0,True
5852,25_614,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-573,666914.4056,9239288.649,slag,4718.318028777701,10367.0,28689.0,,17342.31023538567,125.0,134904.0,5306.277994202462,2729.0,12394.801901101615,197.0,173.0,483.634658061713,4536.0,56.59461633165441,1677.9114897916268,173.4823283449373,94.0,True
5944,25_485,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-515,666965.0216,9239284.832,slag,31706.0,12491.116750678191,4222.0,,18260.125087970246,74.0,340265.0,3940.464902667083,1778.2470761327043,10648.825260773225,90.55518375434812,196.34094920579884,3869.0,6774.0,65.42133444209999,490.0,155.25513470963108,820.0,True
6048,25_559,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-511,666917.7865,9239296.904,slag,43.0,23435.00073358327,78.0,,19967.716123648574,57.3583600951652,420079.0,17092.646187465387,13132.777177798996,12272.0,377.0,388.4936063061876,4612.253257528062,536.0,125.0,1773.0,90.0,71.0,True
5935,25_564,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-520,666952.4502,9239260.315,slag,107.34926856424453,14522.681770533629,28382.709233514983,,15633.0,125.0,337081.0,7972.0,598.2407181760227,23327.0,85.0,165.9856000494476,34284.355426731396,10450.646424251741,87.49611186238855,1259.167801266261,138.66852392628556,1266.2371927880793,True
5948,25_483,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-561,666955.3005,9239272.454,slag,51.0,10598.910911072897,80.0,,6848.0,131.25741425504629,161233.0,1513.0,1959.0,36046.0,73.0,165.0593957812672,36693.13953827048,1866.0,45.0,625.074231655547,47.0,34.36547074591891,True
6242,25_707,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-538,666921.0849,9239297.079,slag,73.68164969094518,25818.475585565797,30347.773130204016,,36102.91990317827,782.0,157205.0,2997.0,1267.0,70454.03204227686,71.0,41.0,15727.0,1781.0,102.0,473.83292802753874,41.0,21.0,True
6042,25_575,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-541,666954.1001,9239305.574,slag,75.0,7515.09941771672,22379.246445316596,,14772.0,694.4100405048961,489452.0,259.55151672274224,1154.0,71890.37902544002,40.0,239.0,41809.39202402494,4464.203693077394,59.0,286.0,41.0,33.50002142263378,True
5891,25_612,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-637,666918.8668,9239256.613,slag,433.3596632182934,12523.0,8.0,,24713.0,106.06041291579481,140173.0,2420.3381548206917,1297.0,10247.0,71.75797745421838,44.0,3871.42959828671,23.190295366012684,75.0,509.0,44.056196477633655,46.26970726519187,True
6122,25_615,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-553,666955.3005,9239265.786,slag,1482.0,16961.073525312382,28488.57786144601,,13264.0,125.0,350623.0,5765.0,463.1717406576034,39668.217977577806,127.0,111.9784311094879,273016.06117982406,12246.269736893832,95.90284860266505,659.0,117.46780458130777,502.38228501846794,True
5958,25_537,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-611,666946.8291,9239246.523,slag,526.5582229729214,9568.0,97.83930052253437,,13592.699691974089,171.0,117563.0,1575.0,724.9942911136268,9041.0,67.25204254075528,60.0,441.3263167896649,35.0,60.0,333.80398584057673,55.0,71.29606407518045,True
5866,25_585,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-570,666951.8221,9239259.566,slag,141.0,24976.07473002653,18068.0,,52041.0,782.0,129335.0,4666.454115240707,1567.0,42983.24698396673,85.0,43.659574166941,10613.0,1290.0,114.71841945481876,1257.0,60.0,42.0,True
5990,25_544,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-635,666913.9871,9239309.404,slag,23955.552434805693,10971.947768595252,3150.3779902115707,,49103.52004564476,78.29070460931963,287951.0,5765.0,2263.085028411684,8797.0,94.57539503136022,83.0,406.0,837.0,91.49215347450607,322.5062272160943,152.0878482482628,1680.1112655191384,True
6050,25_485,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-588,666948.1592,9239287.102,slag,1574.9159893049443,16610.0,205.0,,37990.10305194429,22.510690618651825,135820.0,23382.0,13097.796301900487,9041.0,304.97835866959457,1036.0,1009.3816078604672,2290.0,348.9582679433137,3104.195864021578,252.98406502446426,27144.902951256037,True
5968,25_536,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-590,666926.706,9239276.637,slag,42.98083000568292,14257.541896717852,36.0,,9225.788188580596,782.0,1032.0,5357.0,648.9857018048474,25369.156780919362,94.0,40.0,23772.0,49.0,62.0,1073.65390976815,43.0256542337643,21.0,True
5927,25_492,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-611,666950.087,9239316.175,slag,45.0,2483.0,14099.42738397622,,7498.144087238378,782.0,29386.0,907.0,1387.166000491074,11038.0,57.0,68.0,483.0,87.0,35.63097178468725,490.0,45.76835921815895,22.94730830490627,True
5859,25_491,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-505,666955.9597,9239293.125,slag,860.265316127658,10740.0,47233.58639632558,,15399.712297196578,146.79166326869577,127844.0,7983.0,2224.846353649279,32922.0,99.0,209.21060291033154,2202.0,18630.884857066892,77.0,1091.0,203.0,287.7608916127674,True
5990,25_526,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-603,666918.8315,9239261.024,slag,856.0,31611.19356494925,47.0,,20650.0,78.80994615022492,227455.0,12576.17683714675,2920.0,10843.817755813441,130.0,80.0,4502.406482498226,114.67503095996392,228.0,1001.3932183756151,86.71719818824103,112.3248095176555,True
6110,25_556,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-523,666933.2982,9239250.994,slag,39.60048876771034,27386.0,28689.0,,67806.0,782.0,65346.0,7983.0,5761.0,70909.55897607496,87.0,40.719877642168434,9838.218113582896,503.0,182.69267475406207,1251.013194242833,44.654309499994184,15.0,True
5893,25_551,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-572,666944.2964,9239283.759,slag,51.0,13581.0,12392.841547429929,,49356.69171133946,113.93649191277262,211160.0,8096.0,6621.990225828631,10522.355294066636,162.62922319112428,112.0,1345.0,1840.6318407698773,59.185210099870076,1127.0,103.47914493265014,94.0,True
6105,25_564,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-490,666955.1501,9239246.939,slag,82.0,19266.44029061803,46.0,,17743.0,74.0,157205.0,5720.826180369608,2167.0,6262.344794453099,356.91343341765077,91.40629413842026,776.7629321665786,21.0,63.19234547967315,467.80039199087855,63.03883911477428,110.45194619051516,True
6117,25_492,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-557,666955.7787,9239266.054,slag,42.04659957077644,5863.0,31.0,,10794.0,153.34651938085668,131738.0,430.0,1190.1975038065436,8980.88276715257,46.0,83.34702324455891,1001.7106208139139,20.0,43.0,109.95691434251363,41.0,44.0,True
5967,25_547,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-481,666957.0153,9239263.661,slag,29.36084217645948,28425.0,14173.0,,59097.00258311217,782.0,820.0,16861.74921841816,13162.0,17508.0,364.0,67.0,1004.3878742805895,11.0,460.97999257111906,2601.0,41.08111594939553,21.0,True
5859,25_559,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-618,666961.8194,9239250.064,slag,20306.0,16822.0,24618.0,,97729.53183447992,114.55511783844993,371771.0,3951.0,7976.55160523556,44854.0,321.0,189.0,5838.783028168031,5505.0,289.09593240518313,1217.243003262639,143.75912368660107,109.0,True
5944,25_631,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-608,666927.4408,9239252.438,slag,30301.874584745015,19638.0,24618.140368078803,,26536.0,74.0,511894.0,7285.089350009025,1693.14089742137,9916.0,253.0,279.87192419458046,645.0,4146.0,90.0,1212.0,203.0,27255.063679582305,True
5921,25_513,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-622,666948.1592,9239311.128,slag,1482.0,16116.58298790062,301.0,,17287.0,75.67836788787672,378520.0,4699.0,1979.0,10932.58851670191,85.0,202.0,4682.0,3178.075284209639,86.0,602.8722959697456,92.87147750002993,446.6766713152333,True
6239,25_581,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-496,666911.887,9239275.884,slag,40.0,9636.0,37.0,,10820.015141300046,599.6507709223183,141.0,8542.0,2639.0440402813088,10517.0,127.0,43.0,983.0,21.90568262211974,66.0,1257.0,55.0,21.0,True
6077,25_530,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-577,666968.3005,9239272.116,slag,184.0,8662.295621413174,27158.0,,17743.0,125.0,522321.0,2102.0,1247.0,10979.049701932603,119.0,238.0,806.0,2543.0,60.0,865.0,77.0,159.46287746502068,True
6101,25_548,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-495,666937.3661,9239252.076,slag,107.90478203301825,24863.91446744132,16333.942732224095,,62132.0,125.0,120883.0,16813.0,3072.0,10616.0,296.3888718121355,71.0,1545.0,529.0,269.23625614151115,1172.2471986297085,132.0,192.08651535964069,True
6079,25_621,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-568,666941.2818,9239317.103,slag,43.0,13807.494744113996,50608.85187840776,,30258.0,598.8504159731608,399368.0,1538.5144447838982,1979.0,23327.0,91.0,202.0,1134.104523168891,3725.0,52.0,517.0,60.0,78.0,True
6085,25_572,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-620,666936.9761,9239321.996,slag,60.0,5545.8548597473,31208.0,,7810.0,383.0,350572.0,302.6215537499956,388.788429115588,9916.0,50.42733196817443,282.0386205656989,645.0,530.6871550239115,51.90807197147666,322.0,41.0,793.0,True
6127,25_541,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-483,666942.144,9239279.74,slag,82.0,17292.0,3338.0,,8196.0,105.32450450348259,559457.0,499.71680596230544,2537.0,52146.418614782684,57.0,1036.0,46847.29326201287,3164.3675671591045,62.90634601045768,691.0,41.0,42.0,True
5981,25_574,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-606,666922.0439,9239285.872,slag,60624.0,15290.358493286543,24618.0,,12087.0,125.0,411251.0,2545.0,556.0,12636.0,61.0,82.38580062251972,1007.4931079077512,4903.6908951326795,60.0,474.0,142.84781279937474,311.0,True
6151,25_619,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-501,666970.5742,9239274.084,slag,455.42298946417054,19328.0,32159.0,,10592.0,80.0,378419.0,5283.0,1255.9063020837689,12770.7237100373,121.0,376.5417234218044,4931.0,15510.0,45.0,1086.0,154.0,820.0,True
6019,25_620,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-578,666968.449,9239270.09,slag,4627.377010845043,14807.037713549315,163.60288114238722,,11823.228690089834,80.0,270818.0,4403.721465747917,6458.484654900377,42982.79182645081,162.00071474832606,291.8166103700814,4416.0,2573.730658323372,106.0,1868.8580331222818,90.0,42.0,True
5929,25_568,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-533,666934.4207,9239298.038,slag,75.74104355336976,23624.0,14107.466485333474,,32346.0,110.65956817220302,262962.0,8107.0,1615.8484066430601,10616.0,91.0,142.75551647004332,4682.0,1282.8238124207012,211.0,1220.0,77.0,820.0,True
5973,25_531,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-636,666935.1148,9239253.77,slag,48.7420678848063,40920.14715590489,141.0,,67806.0,383.0,118309.0,12632.0,5112.159307670854,12636.0,124.46948040889112,47.93395870667847,4416.0,29.0,310.0,1586.0,55.0,51.18261392669426,True
6163,25_546,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-589,666937.553,9239256.613,slag,35.0,19638.0,233.0,,25422.252705101713,96.0,141171.0,5308.43884491607,9357.0,32922.0,377.0,407.433178443954,30177.03036139099,184.0,78.52317817916546,2601.0,55.0,35.0,True
6105,25_505,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-637,666947.7793,9239297.079,slag,75.31008462781213,26864.85080537304,47152.528520561995,,27231.086510969122,184.56852605231205,328527.0,8564.193984135249,6675.882510461327,40701.06855157364,261.0,196.0,1785.0,4897.440530645921,86.65745505918636,1362.1101443402918,129.29101978812713,54.0,True
6126,25_499,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-622,666954.0667,9239267.79,slag,325.0,20584.112130258247,462.0,,20301.0,80.0,141941.0,13358.638101482511,3927.0,10508.675333445597,274.0927434909726,83.040059796804,1347.0,489.8600355631643,141.96861648094364,658.0,132.0,109.0,True
5993,25_607,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-570,666968.8925,9239250.168,slag,192.68456232256594,16912.501051840056,28689.0,,17743.0,35.83318776745591,454848.0,12518.095977422432,6468.02545272385,12636.0,453.5743699098466,3442.6361064993407,4416.0,11391.0,108.03468401224708,1773.0,203.0,1784.0356505763875,True
6080,25_588,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-623,666962.1605,9239289.087,slag,58.23130872895628,28425.0,24971.564480878336,,25021.024563071154,74.84147228405048,506146.0,9127.0,2729.0,10464.648754291047,364.0,342.0,1785.0,2030.0,75.0,1202.624635437551,110.50303182544224,508.0,True
5928,25_548,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-575,666927.5677,9239321.996,slag,395.1664074479921,17227.0,16112.0,,40093.0,107.32283539122903,222602.0,4532.0,8111.0,15808.280027589835,321.0,162.30856451215413,1143.0,194.104451960539,154.5176420623311,490.0,67.0,49.941538325848285,True
5910,25_541,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-586,666952.2969,9239276.637,slag,71.0,8674.0,12435.713118385227,,26472.720213735054,383.0,102337.0,8590.0,5754.190118379418,25220.629928252758,109.0,70.0,1398.1485472369957,1866.0,81.0,774.0,82.96181854904107,42.0,True
6018,25_519,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-609,666919.7523,9239251.934,slag,1600.0,13670.188922476698,799.0,,7958.0,96.0,343352.0,2990.884787391041,403.0,9934.54985704691,77.0,81.27955792259107,3718.5092491093646,851.1970109110091,93.28567179915945,352.80694944579375,64.0,1583.0,True
6095,25_578,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-598,666939.314,9239291.335,slag,45.11380209020898,16316.0,46.0,,23538.989240441857,154.0442143683166,122310.0,6406.281378493664,2176.126500475356,9041.0,158.2733659429676,58.744154009216814,645.0,14.0,69.0,758.0,47.19571798763586,44.0,True
5997,25_575,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-487,666940.8254,9239285.059,slag,40.40440711089906,42921.0,4222.0,,18443.307455267484,171.0,115936.0,17915.929120768025,2273.409897739719,12636.0,231.7644008019268,70.0,6219.0,65.23408714330509,125.0,2601.0,65.55958365896257,54.0,True
6110,25_501,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-573,666915.5171,9239291.715,slag,52.61817602606286,19611.226456984517,34865.85489271351,,30381.0,125.0,575204.0,4703.411760232963,1917.2204898914486,39665.0,142.0,196.0,56895.89371861237,10706.524254340788,57.0,509.0,77.0,129.73069077183095,True
5922,25_584,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-703,666959.7876,9239253.77,slag,1471.8217685148147,13035.3220338892,155.0,,22361.0,74.0,140173.0,7983.0,811.0,8933.964186404231,148.0,75.96878166715133,4376.069157139955,2290.0,70.0,467.0,152.0,2290.0,True
6087,25_506,Triunfo,foundary,0.0,PAP17OCT2021_SUR_-494,666949.8748,9239276.637,slag,5363.602624718829,28931.0,355.0,,66491.3686848263,121.0841196810787,411423.0,2997.0,6454.229913146493,32922.0,202.0,137.0,1978.0,95.55111920745976,217.3688901635063,1049.9041087377118,60.0,50.83154619662541,True
